kabupaten,bulan,tahun,alokasi_urea,distribusi_urea,alokasi_organik,distribusi_organik,alokasi_za,distribusi_za,alokasi_NPK,distribusi_NPK,curah_hujan,suhu,luas_panen_padi,produksi_padi_ton,luas_panen_jagung,produksi_jagung_ton,luas_panen_kedelai,produksi_kedelai_ton
Magetan,Maret,2024,12619,1766.5,0,0.0,0.0,0.0,8900,963.0,21.6,25.45,7700,42042,2322,13910,"5,24","8,11"
Magetan,April,2024,21567,3837.5,10147,0.0,0.0,0.0,19031,2069.1,10.64,25.95,7700,41888,1518,9032,"8,75","13,55"
Magetan,Mei,2024,21567,5990.8,10147,0.0,0.0,0.0,19031,3373.7,2.2,26.25,4848,26324,1689,10148,"19,44","30,10"
Magetan,Juni,2024,21567,7596.6,10147,0.0,0.0,0.0,19031,4563.3,1.63,26.19,4848,26276,2139,12686,"35,81","55,45"
Magetan,Juli,2024,21567,9497.8,10147,0.0,0.0,0.0,19031,6166.1,0.4,25.34,4848,26276,1742,10610,"51,84","83,89"
Magetan,Agustus,2024,21567,11217.7,10147,0.0,0.0,0.0,19031,8105.8,0.18,25.56,4848,26179,1568,9284,"62,02","100,36"
Magetan,September,2024,21567,12743.5,10147,260.34,0.0,0.0,19031,9931.4,1.86,26.51,7700,41503,1773,10460,"83,11","134,50"
Magetan,Oktober,2024,23478,14598.4,7062,793.19,0.0,0.0,20444,12248.9,1.67,27.21,7700,41426,1487,9012,"51,60","83,50"
Magetan,November,2024,23478,17519.7,7062,2006.76,0.0,0.0,20444,15161.9,07.09,25.95,6274,33754,1305,7871,"17,27","26,74"
Magetan,Desember,2024,23478,21402.1,7062,2654.86,0.0,0.0,20444,19027.1,47.13,24.54,6274,33628,1353,8036,"1,78","2,71"
Magetan,Januari,2025,21634,84.0,7339,15.5,0.0,0.0,19269,59.9,35.05,24.13,6367,34954,1830,10982,"2,36","3,52"
Magetan,Februari,2025,21634,514.4,0,0.0,0.0,0.0,19269,382.8,21.59,24.53,6367,34891,3276,19625,"2,32","3,46"
Magetan,Maret,2025,21634,2377.2,0,0.0,0.0,0.0,19269,1632.7,20.38,24.72,7814,42742,2538,15230,"3,35","5,08"
Magetan,April,2025,21634,4731.8,7339,2058.51,0.0,0.0,19269,3219.6,08.03,25.19,7814,42664,1658,9882,"5,53","8,40"
Magetan,Mei,2025,21634,6530.6,7339,2795.55,0.0,0.0,19269,4579.2,16.7,24.83,4920,26814,1785,10745,"12,33","18,72"
Magetan,Juni,2025,21634,8214.9,7339,3205.24,0.0,0.0,19269,6234.0,2.46,25.28,4920,26764,2388,14158,"23,04","34,99"
Magetan,Juli,2025,23634,11219.7,10339,3826.08,0.0,0.0,19269,9220.1,0.45,24.96,4920,26715,1831,11153,"33,71","53,54"
Magetan,Agustus,2025,23634,12457.9,10339,4215.23,0.0,0.0,19269,10814.8,2.45,25.21,4920,26666,1596,9464,"40,26","63,95"
Magetan,September,2025,23634,13713.9,10339,4773.53,0.0,0.0,19569,12228.2,1.98,26.13,7814,42273,1814,11027,"53,26","84,60"
Magetan,Oktober,2025,23634,15732.0,10339,5814.68,2000.0,0.0,19669,14029.9,4.83,26.48,7814,42195,1607,9755,"32,63","51,83"
Magetan,November,2025,24634,19224.57,10339,7768.64,301.0,27.9,19869,16975.82,28.86,24.72,6367,34318,1367,8244,"10,92","16,59"
Magetan,Desember,2025,24634,22483.0,10339,9409.23,300.86,257.37,20728,20446.21,15.22,25.0,6367,34254,1415,8418,"1,14","1,70"
Malang,Januari,2023,32103,880.0,0,0.0,0.0,0.0,57142,1458.7,7.65,24.48,3608,20998,3048,19476,"12,44","21,42"
Malang,Februari,2023,32103,2878.9,0,0.0,0.0,0.0,57142,5838.6,10.81,24.21,3608,20962,5584,35065,"12,33","21,23"
Malang,Maret,2023,32103,4640.8,0,0.0,0.0,0.0,57142,10058.5,7.13,24.6,4428,25682,4364,27627,"18,61","32,59"
Malang,April,2023,32103,5854.7,0,0.0,0.0,0.0,57142,12596.1,6.7,24.64,4428,25638,2684,16885,"32,05","56,15"
Malang,Mei,2023,32103,7743.7,0,0.0,0.0,0.0,57142,16583.5,1.47,24.44,2788,16114,3199,19960,"71,74","125,66"
Malang,Juni,2023,32103,9018.3,0,0.0,0.0,0.0,57142,20352.9,1.41,24.41,2788,16086,3921,24348,"129,24","226,39"
Malang,Juli,2023,32103,10203.9,0,0.0,0.0,0.0,57142,24156.0,0.71,23.47,2788,16058,3014,19168,"181,64","330,90"
Malang,Agustus,2023,32103,11298.3,0,0.0,0.0,0.0,57142,27246.0,0.06,23.55,2788,16031,2655,16780,"213,27","388,51"
Malang,September,2023,32103,12640.7,0,0.0,0.0,0.0,57142,30498.1,0.07,24.07,4428,25416,3151,19754,"289,68","527,72"
Malang,Oktober,2023,32103,14004.6,0,0.0,0.0,0.0,57142,33746.8,0.33,26.23,4428,25372,2759,17302,"186,27","339,32"
Malang,November,2023,32103,15377.0,0,0.0,0.0,0.0,57142,37315.0,2.29,26.45,3608,20637,2330,14728,"63,74","111,66"
Malang,Desember,2023,32103,16651.2,0,0.0,0.0,0.0,57142,39968.0,4.83,25.71,3608,20601,2414,15041,"6,55","11,27"
Malang,Januari,2024,11319,64.6,0,0.0,0.0,0.0,16104,44.0,10.31,25.21,3662,21349,2968,18996,"9,37","16,23"
Malang,Februari,2024,11319,1139.3,0,0.0,0.0,0.0,16104,1249.3,8.79,25.46,3662,21312,5270,33093,"9,35","16,19"
Malang,Maret,2024,11319,2482.1,0,0.0,0.0,0.0,16104,2954.5,9.63,25.61,4494,26110,4053,25658,"13,98","24,64"
Malang,April,2024,19347,3288.9,2300,0.0,0.0,0.0,34418,3868.7,6.25,25.45,4494,26065,2648,16653,"23,73","41,81"
Malang,Mei,2024,19347,4810.7,2300,0.0,0.0,0.0,34418,5866.1,0.79,25.18,2829,16379,3047,19041,"52,71","92,87"
Malang,Juni,2024,19347,6319.4,2300,0.0,0.0,0.0,34418,8490.0,1.5,24.95,2829,16351,3608,23056,"95,56","168,35"
Malang,Juli,2024,19347,8352.0,2300,0.0,0.0,0.0,34418,13559.0,0.52,24.03,2829,16323,3026,19278,"136,32","249,70"
Malang,Agustus,2024,19347,9821.5,2300,0.0,0.0,0.0,34418,17543.9,0.21,24.1,2829,16295,2591,16372,"161,63","296,07"
Malang,September,2024,19347,11250.6,2300,0.0,0.0,0.0,34418,22188.0,01.04,25.2,4494,25840,2992,18762,"218,56","400,34"
Malang,Oktober,2024,20267,13017.3,0,0.0,0.0,0.0,34418,27407.8,1.92,26.12,4494,25795,2686,16869,"138,49","253,67"
Malang,November,2024,20267,15054.5,0,0.0,0.0,0.0,34418,32402.0,10.99,25.41,3662,20983,2199,13897,"46,86","82,56"
Malang,Desember,2024,20267,17203.3,0,0.0,0.0,0.0,34433,34264.9,17.44,24.7,3662,20946,2275,14195,"4,83","8,36"
Malang,Januari,2025,20087,1071.6,972,0.0,0.0,0.0,35568,2400.3,16.08,24.55,3716,21738,3070,19651,"6,36","10,82"
Malang,Februari,2025,20087,3162.5,0,0.0,0.0,0.0,35568,7468.4,10.36,24.65,3716,21701,5594,35184,"6,31","10,74"
Malang,Maret,2025,20087,4575.0,0,0.0,0.0,0.0,35568,10438.8,9.65,24.81,4560,26584,4502,28495,"9,29","16,10"
Malang,April,2025,20087,5712.8,972,284.83,0.0,0.0,35599,12536.8,3.43,24.67,4560,26539,2770,17423,"15,62","27,04"
Malang,Mei,2025,20087,7597.8,972,342.87,0.0,0.0,35599,16077.8,5.93,24.69,2871,16680,3275,20468,"34,82","60,29"
Malang,Juni,2025,20087,9320.3,972,377.97,0.0,0.0,35599,19811.5,1.13,24.34,2871,16651,3843,24593,"64,00","110,83"
Malang,Juli,2025,21087,10991.7,1972,414.14,0.0,0.0,38099,24477.6,01.06,23.6,2871,16623,3229,20568,"92,30","166,30"
Malang,Agustus,2025,21087,12465.8,1972,505.88,0.0,0.0,38099,28620.0,1.42,24.22,2871,16594,2846,17987,"109,29","196,91"
Malang,September,2025,21087,14188.3,1972,594.79,15687.0,29.09,40099,33334.8,1.55,24.63,4560,26311,3202,20077,"145,82","262,72"
Malang,Oktober,2025,21087,15849.2,1972,723.81,12687.0,639.66,42619,38114.3,5.42,25.02,4560,26265,2780,17458,"91,19","164,30"
Malang,November,2025,22087,17990.39,1972,1181.93,2450.0,1302.77,44419,42097.21,12.38,24.55,3716,21367,2334,14773,"30,86","53,45"
Malang,Desember,2025,22137,19565.14,1972,1403.1,2460.15,1714.66,47368,46514.12,7.45,24.88,3716,21329,2419,15092,"3,22","5,48"
Mojokerto,Januari,2023,20997,1847.1,0,0.0,0.0,0.0,13863,1039.8,7.97,26.58,5390,32016,1197,6836,"3,43","4,91"
Mojokerto,Februari,2023,20997,3082.3,0,0.0,0.0,0.0,13863,1770.9,16.65,25.79,5390,31962,2054,11687,"3,48","4,98"
Mojokerto,Maret,2023,20997,5161.5,0,0.0,0.0,0.0,13863,2981.2,9.48,26.39,6615,39160,1619,9132,"5,09","7,44"
Mojokerto,April,2023,20997,7401.3,0,0.0,0.0,0.0,13863,4418.6,3.77,26.99,6615,39094,1027,5927,"8,29","12,12"
Mojokerto,Mei,2023,20997,10028.5,0,0.0,0.0,0.0,13863,6046.8,1.75,27.48,4165,24573,1158,6672,"17,77","25,98"
Mojokerto,Juni,2023,20997,11482.6,0,0.0,0.0,0.0,13863,6913.9,0.29,28.25,4165,24531,1465,8204,"32,07","46,88"
Mojokerto,Juli,2023,20997,12718.6,0,0.0,0.0,0.0,13863,8194.4,1.57,27.39,4165,24490,1191,6861,"46,85","71,76"
Mojokerto,Agustus,2023,20997,14127.5,0,0.0,0.0,0.0,13863,9248.2,0.03,27.95,4165,24448,1047,5893,"58,11","89,03"
Mojokerto,September,2023,20997,15150.3,0,0.0,0.0,0.0,13863,10052.9,0.28,28.7,6615,38763,1175,6709,"80,67","123,58"
Mojokerto,Oktober,2023,20997,16110.5,0,0.0,0.0,0.0,13863,10814.5,0.27,30.51,6615,38697,1023,5718,"50,48","77,33"
Mojokerto,November,2023,20997,17435.7,0,0.0,0.0,0.0,13863,11750.9,4.4,30.17,5390,31477,856,4906,"16,46","24,07"
Mojokerto,Desember,2023,20997,20109.6,0,0.0,0.0,0.0,13863,13371.2,5.11,28.66,5390,31423,889,5013,"1,63","2,33"
Mojokerto,Januari,2024,11316,583.8,0,0.0,0.0,0.0,8219,286.5,10.58,27.56,5470,32546,1104,6302,"2,61","3,77"
Mojokerto,Februari,2024,11316,1419.8,0,0.0,0.0,0.0,8219,742.1,12.11,27.09,5470,32491,1942,11067,"2,67","3,85"
Mojokerto,Maret,2024,11316,2088.0,0,0.0,0.0,0.0,8219,1114.5,9.14,27.32,6714,39814,1602,9035,"3,87","5,70"
Mojokerto,April,2024,19349,2816.0,0,0.0,0.0,0.0,17567,1535.1,7.28,27.8,6714,39746,956,5524,"6,22","9,16"
Mojokerto,Mei,2024,19349,4529.9,0,0.0,0.0,0.0,17567,2715.5,0.57,28.71,4227,24981,1107,6388,"13,23","19,47"
Mojokerto,Juni,2024,19349,6735.1,0,0.0,0.0,0.0,17567,4567.2,1.16,28.03,4227,24939,1346,7796,"24,03","35,37"
Mojokerto,Juli,2024,19349,8960.2,0,0.0,0.0,0.0,17567,6682.1,0.32,27.68,4227,24897,1130,6521,"35,65","54,97"
Mojokerto,Agustus,2024,19349,10591.3,0,0.0,0.0,0.0,17567,8302.5,0.11,28.36,4227,24854,1024,5766,"44,63","68,81"
Mojokerto,September,2024,19349,12041.7,0,0.0,0.0,0.0,17567,9776.1,1.34,29.31,6714,39411,1120,6395,"61,67","95,08"
Mojokerto,Oktober,2024,20586,13693.9,0,0.0,0.0,0.0,18865,11801.0,0.91,29.98,6714,39344,1002,5599,"38,06","58,68"
Mojokerto,November,2024,20586,15762.7,0,0.0,0.0,0.0,18865,14645.5,4.4,28.74,5470,31999,860,4934,"12,27","18,06"
Mojokerto,Desember,2024,20586,18569.1,0,0.0,0.0,0.0,18865,17657.9,17.18,27.15,5470,31944,840,4747,"1,21","1,75"
Mojokerto,Januari,2025,19554,1559.6,2111,111.71,0.0,0.0,17782,1175.0,12.92,26.53,5551,33139,1203,6867,"1,84","2,59"
Mojokerto,Februari,2025,19554,3214.4,0,0.0,0.0,0.0,17782,2529.0,13.38,26.71,5551,33083,2046,11665,"1,86","2,63"
Mojokerto,Maret,2025,19554,4719.0,0,0.0,0.0,0.0,17782,3935.1,10.92,27.01,6813,40537,1611,9376,"2,67","3,84"
Mojokerto,April,2025,19554,6289.1,2111,653.0,0.0,0.0,17782,5267.1,07.01,27.24,6813,40469,1053,6085,"4,24","6,11"
Mojokerto,Mei,2025,19554,8393.8,2111,870.92,0.0,0.0,17782,7165.6,8.79,27.25,4289,25433,1180,6810,"9,03","13,02"
Mojokerto,Juni,2025,19554,10381.5,2111,992.22,0.0,0.0,17782,8948.6,2.0,27.2,4289,25390,1513,8758,"16,66","24,02"
Mojokerto,Juli,2025,23200,12115.2,5819,1150.77,0.0,0.0,19249,10494.6,0.34,26.85,4289,25347,1196,6899,"24,98","37,76"
Mojokerto,Agustus,2025,23200,14006.4,5819,1390.0,0.0,0.0,19249,12242.6,1.63,27.16,4289,25305,1049,5919,"31,20","47,17"
Mojokerto,September,2025,23200,15775.0,5819,1672.72,9789.0,70.95,19749,14077.4,1.45,27.98,6813,40128,1186,6786,"42,57","64,36"
Mojokerto,Oktober,2025,23200,17235.3,5819,1985.58,9789.0,474.65,20749,16034.1,3.31,28.79,6813,40060,1055,6099,"25,94","39,22"
Mojokerto,November,2025,23209,19196.83,5819,2480.92,1770.0,863.24,21649,18586.17,8.65,27.39,5551,32584,906,5203,"8,36","12,05"
Mojokerto,Desember,2025,23209,21729.96,5819,3137.88,1770.48,1626.68,22749,22368.8,6.21,27.74,5551,32528,886,5004,"0,84","1,18"
Nganjuk,Januari,2023,36000,4213.8,0,0.0,0.0,0.0,21605,2173.3,8.29,25.73,5786,30202,1697,9569,"16,75","24,26"
Nganjuk,Februari,2023,36000,7433.8,0,0.0,0.0,0.0,21605,4221.1,14.11,25.3,5786,30145,3009,17211,"16,60","24,05"
Nganjuk,Maret,2023,36000,10614.0,0,0.0,0.0,0.0,21605,6178.2,8.72,25.97,7101,36925,2350,13349,"24,12","35,66"
Nganjuk,April,2023,36000,14186.3,0,0.0,0.0,0.0,21605,8353.1,6.76,26.08,7101,36854,1536,8662,"39,87","58,94"
Nganjuk,Mei,2023,36000,18039.2,0,0.0,0.0,0.0,21605,10618.5,2.35,27.04,4471,23159,1732,9771,"87,68","129,63"
Nganjuk,Juni,2023,36000,20138.2,0,0.0,0.0,0.0,21605,11988.5,0.57,28.07,4471,23115,2062,11900,"161,02","238,05"
Nganjuk,Juli,2023,36000,23638.2,0,0.0,0.0,0.0,21605,13984.3,0.2,27.53,4471,23070,1733,9950,"234,24","362,68"
Nganjuk,Agustus,2023,36000,26373.4,0,0.0,0.0,0.0,21605,15521.8,0.0,27.35,4471,23025,1437,8246,"284,18","440,01"
Nganjuk,September,2023,36000,28621.1,0,0.0,0.0,0.0,21605,16909.1,0.01,28.17,7101,36499,1682,9638,"385,58","597,00"
Nganjuk,Oktober,2023,36000,30466.3,0,0.0,0.0,0.0,21605,18115.1,0.16,30.04,7101,36428,1491,8500,"239,57","370,93"
Nganjuk,November,2023,36000,32841.8,0,0.0,0.0,0.0,21605,19583.7,3.12,29.77,5786,29624,1296,7230,"79,21","117,10"
Nganjuk,Desember,2023,36000,35055.7,0,0.0,0.0,0.0,21605,21041.5,1.78,29.11,5786,29566,1302,7384,"8,02","11,62"
Nganjuk,Januari,2024,18800,1917.3,0,0.0,0.0,0.0,12906,967.5,09.03,26.79,5872,30710,1670,9417,"12,39","18,06"
Nganjuk,Februari,2024,18800,4122.3,0,0.0,0.0,0.0,12906,2206.2,9.79,26.68,5872,30651,2865,16389,"12,35","18,01"
Nganjuk,Maret,2024,18800,6182.3,0,0.0,0.0,0.0,12906,3523.4,6.46,27.22,7207,37548,2198,12504,"17,81","26,50"
Nganjuk,April,2024,32144,8582.5,16768,0.0,0.0,0.0,27593,5037.0,3.52,27.99,7207,37476,1439,8118,"28,99","43,14"
Nganjuk,Mei,2024,32144,12084.5,16768,0.0,0.0,0.0,27593,7548.6,0.56,29.01,4538,23552,1665,9405,"63,24","94,13"
Nganjuk,Juni,2024,32144,14367.0,16768,0.0,0.0,0.0,27593,9483.6,01.08,28.52,4538,23506,1971,11371,"116,92","174,02"
Nganjuk,Juli,2024,32144,17219.0,16768,0.0,0.0,0.0,27593,11894.8,0.68,27.67,4538,23461,1654,9509,"172,68","269,10"
Nganjuk,Agustus,2024,32144,21106.8,16768,0.0,0.0,0.0,27593,15572.1,0.14,28.04,4538,23416,1412,8118,"211,44","329,49"
Nganjuk,September,2024,32144,23490.6,16768,604.94,0.0,0.0,27593,18015.5,1.84,28.86,7207,37116,1609,9237,"285,65","445,14"
Nganjuk,Oktober,2024,33641,26371.8,16768,1674.46,0.0,0.0,28699,21082.4,1.25,29.58,7207,37043,1465,8363,"174,98","272,68"
Nganjuk,November,2024,33641,30101.7,16768,2946.59,0.0,0.0,28699,25099.3,6.66,27.9,5872,30123,1195,6884,"57,18","85,10"
Nganjuk,Desember,2024,33641,33294.3,16768,3585.52,0.0,0.0,28699,28467.5,12.16,26.28,5872,30064,1240,7032,"5,81","8,47"
Nganjuk,Januari,2025,31131,2634.7,1262,111.03,0.0,0.0,25864,2031.8,12.4,25.74,5959,31284,1671,9742,"8,29","11,84"
Nganjuk,Februari,2025,31131,0.0,0,0.0,0.0,0.0,25864,4499.4,07.06,26.13,5959,31225,3042,17428,"8,22","11,74"
Nganjuk,Maret,2025,31131,8624.1,0,0.0,0.0,0.0,25864,5681.8,9.51,26.36,7314,38252,2442,13895,"11,67","17,02"
Nganjuk,April,2025,31131,12313.8,1262,663.61,0.0,0.0,25877,9584.2,1.93,26.58,7314,38179,1503,8490,"18,80","27,42"
Nganjuk,Mei,2025,31131,15852.5,1262,777.71,0.0,0.0,25877,12497.3,9.59,26.41,4605,23992,1789,10110,"41,17","60,04"
Nganjuk,Juni,2025,31131,17663.2,1262,835.49,0.0,0.0,25877,14043.7,2.4,26.62,4605,23946,2098,12128,"77,23","112,63"
Nganjuk,Juli,2025,36885,20529.9,4068,926.86,0.0,0.0,30122,16618.6,0.38,26.82,4605,23899,1764,10145,"115,25","176,14"
Nganjuk,Agustus,2025,36885,24381.1,4068,1235.22,0.0,0.0,30122,19823.5,1.64,27.19,4605,23853,1551,8917,"140,87","215,30"
Nganjuk,September,2025,36885,27215.6,4068,1525.82,170.0,0.0,31122,22179.5,0.83,28.34,7314,37813,1722,9884,"187,89","287,17"
Nganjuk,Oktober,2025,36885,29969.9,4351,1894.35,170.0,5.6,31122,24704.1,2.83,28.24,7314,37740,1516,8656,"113,61","173,64"
Nganjuk,November,2025,36885,33862.59,4351,2748.86,74.0,39.09,31622,28387.31,10.94,26.44,5959,30688,1270,7318,"37,12","54,13"
Nganjuk,Desember,2025,36935,36568.15,4072,3422.77,73.67,69.86,32922,32857.75,05.05,26.71,5959,30629,1316,7476,"3,82","5,45"
Ngawi,Januari,2023,41209,702.5,0,0.0,0.0,0.0,20109,363.4,6.49,25.76,6380,35600,2366,14170,"9,53","14,76"
Ngawi,Februari,2023,41209,2812.9,0,0.0,0.0,0.0,20109,1593.5,14.61,25.29,6380,35536,3983,23979,"9,40","14,56"
Ngawi,Maret,2023,41209,6560.9,0,0.0,0.0,0.0,20109,3446.7,11.02,25.87,7830,43534,3240,19504,"14,04","22,17"
Ngawi,April,2023,41209,12568.1,0,0.0,0.0,0.0,20109,6318.3,8.0,26.38,7830,43456,1994,11924,"24,08","38,00"
Ngawi,Mei,2023,41209,15303.9,0,0.0,0.0,0.0,20109,7691.8,3.37,26.97,4930,27312,2319,14007,"53,98","85,21"
Ngawi,Juni,2023,41209,16768.6,0,0.0,0.0,0.0,20109,8388.0,0.86,27.94,4930,27262,2985,17760,"97,93","154,58"
Ngawi,Juli,2023,41209,21219.7,0,0.0,0.0,0.0,20109,10412.4,0.47,27.24,4930,27213,2359,13989,"138,06","227,57"
Ngawi,Agustus,2023,41209,25929.9,0,0.0,0.0,0.0,20109,12574.8,0.01,27.43,4930,27164,2067,12215,"162,41","267,72"
Ngawi,September,2023,41209,28044.2,0,0.0,0.0,0.0,20109,13718.5,0.07,28.3,7830,43065,2386,14126,"219,49","361,81"
Ngawi,Oktober,2023,41209,29791.2,0,0.0,0.0,0.0,20109,14615.1,0.54,30.41,7830,42986,1959,11852,"139,99","230,76"
Ngawi,November,2023,41209,34456.0,0,0.0,0.0,0.0,20109,16811.2,2.78,29.11,6380,34962,1819,10693,"47,88","75,57"
Ngawi,Desember,2023,41209,39851.6,0,0.0,0.0,0.0,20109,19357.5,6.66,27.94,6380,34898,1723,10288,"4,94","7,64"
Ngawi,Januari,2024,23315,288.0,0,0.0,0.0,0.0,12632,145.9,11.63,26.47,6475,36195,2194,13141,"6,67","10,39"
Ngawi,Februari,2024,23315,1293.4,0,0.0,0.0,0.0,12632,698.2,15.11,26.43,6475,36130,3788,22843,"6,62","10,31"
Ngawi,Maret,2024,23315,3277.8,0,0.0,0.0,0.0,12632,1871.1,8.32,26.97,7947,44344,3038,18290,"9,80","15,57"
Ngawi,April,2024,39860,7051.9,8833,0.0,0.0,0.0,27009,3930.9,12.41,27.16,7947,44185,1985,11872,"16,55","26,29"
Ngawi,Mei,2024,39860,11281.4,8833,0.0,0.0,0.0,27009,6313.2,2.0,28.12,5003,27766,2234,13493,"36,82","58,49"
Ngawi,Juni,2024,39860,13925.2,8833,0.0,0.0,0.0,27009,7788.3,2.39,27.69,5003,27716,2849,16980,"67,23","106,78"
Ngawi,Juli,2024,39860,17343.9,8833,0.0,0.0,0.0,27009,10336.0,1.42,27.49,5003,27716,2252,13374,"96,19","159,52"
Ngawi,Agustus,2024,39860,21806.2,8833,0.0,0.0,0.0,27009,13573.0,0.59,27.84,5003,27616,2031,12024,"114,26","189,50"
Ngawi,September,2024,39860,25173.7,8833,199.37,0.0,0.0,27009,16078.3,04.02,28.4,7947,43787,2288,13547,"153,74","254,97"
Ngawi,Oktober,2024,41690,27965.4,18133,703.19,0.0,0.0,29009,18419.3,2.72,29.52,7947,43708,1926,11673,"96,63","160,25"
Ngawi,November,2024,41690,33261.0,18133,1954.13,0.0,0.0,29009,22894.7,15.18,26.94,6475,35612,1682,10191,"32,67","51,90"
Ngawi,Desember,2024,41690,40797.7,18135,3060.13,0.0,0.0,29009,28675.0,17.73,25.77,6475,35483,1639,9801,"3,38","5,26"
Ngawi,Januari,2025,38510,568.0,14763,91.28,0.0,0.0,26129,398.6,12.93,25.49,6571,36863,2382,14293,"4,39","6,70"
Ngawi,Februari,2025,38510,2744.9,0,0.0,0.0,0.0,26129,2123.5,13.82,25.9,6571,36797,4233,25524,"4,33","6,62"
Ngawi,Maret,2025,38510,5778.9,0,0.0,0.0,0.0,26129,0.0,11.45,26.05,8064,45077,3140,18933,"6,32","9,84"
Ngawi,April,2025,38510,9593.7,14763,3818.98,0.0,0.0,26129,7245.0,5.39,26.32,8064,44997,2056,12296,"10,56","16,45"
Ngawi,Mei,2025,38510,12984.7,14763,5328.51,0.0,0.0,26129,9613.5,12.95,25.98,5077,28278,2377,14356,"23,58","36,74"
Ngawi,Juni,2025,38510,15051.8,14763,6173.41,0.0,0.0,26129,11075.7,2.71,26.47,5077,28228,3009,17935,"43,66","68,03"
Ngawi,Juli,2025,43032,19502.0,19366,7896.49,0.0,0.0,29342,14174.8,1.1,26.71,5077,28177,2378,14125,"63,13","102,80"
Ngawi,Agustus,2025,43032,23047.2,19366,9422.0,0.0,0.0,29342,16740.6,02.03,26.95,5077,28126,2020,12320,"74,89","121,95"
Ngawi,September,2025,43032,26151.2,19366,10925.8,1257.0,2.32,29752,18936.6,4.31,27.7,8064,44593,2420,14350,"99,44","161,92"
Ngawi,Oktober,2025,43032,29794.8,19932,12575.41,1257.0,33.96,29852,21501.0,9.52,27.94,8064,44513,2095,12693,"61,68","100,44"
Ngawi,November,2025,44032,35599.25,19932,14852.62,120.0,74.49,29852,25818.38,11.17,26.16,6571,36206,1767,10724,"20,86","32,51"
Ngawi,Desember,2025,44032,41938.31,19987,17756.35,119.9,95.62,30686,30412.14,7.32,26.35,6571,36140,1831,10951,"2,18","3,34"
Pacitan,Januari,2023,14546,945.1,0,0.0,0.0,0.0,8098,669.3,5.59,26.26,2420,12342,1076,6186,"7,72","12,59"
Pacitan,Februari,2023,14546,2144.8,0,0.0,0.0,0.0,8098,1551.9,11.54,26.15,2420,12317,1910,10870,"7,88","12,84"
Pacitan,Maret,2023,14546,3285.0,0,0.0,0.0,0.0,8098,2350.7,6.51,26.48,2970,15087,1480,8390,"11,60","19,25"
Pacitan,April,2023,14546,4033.3,0,0.0,0.0,0.0,8098,2866.9,5.31,26.71,2970,15057,968,5448,"18,89","31,36"
Pacitan,Mei,2023,14546,5304.0,0,0.0,0.0,0.0,8098,3695.8,4.25,26.6,1870,9462,1116,6418,"40,33","66,94"
Pacitan,Juni,2023,14546,5876.9,0,0.0,0.0,0.0,8098,4013.8,1.39,26.14,1870,9443,1394,7985,"72,42","120,21"
Pacitan,Juli,2023,14546,6838.1,0,0.0,0.0,0.0,8098,4558.5,2.33,24.82,1870,9424,1103,6289,"106,18","183,70"
Pacitan,Agustus,2023,14546,7359.9,0,0.0,0.0,0.0,8098,4819.7,0.18,24.33,1870,9406,998,5660,"132,09","228,52"
Pacitan,September,2023,14546,8043.6,0,0.0,0.0,0.0,8098,5148.3,0.1,24.81,2970,14909,1091,6152,"184,26","318,77"
Pacitan,Oktober,2023,14546,9052.9,0,0.0,0.0,0.0,8098,5663.3,0.45,26.58,2970,14879,976,5496,"115,72","200,19"
Pacitan,November,2023,14546,10592.9,0,0.0,0.0,0.0,8098,6401.5,2.5,27.42,2420,12100,846,4847,"37,52","62,28"
Pacitan,Desember,2023,14546,11992.4,0,0.0,0.0,0.0,8098,7057.9,3.24,27.42,2420,12075,827,4664,"3,68","6,00"
Pacitan,Januari,2024,10814,427.8,0,0.0,0.0,0.0,6443,299.5,9.76,26.79,2456,12550,1052,6048,"5,41","8,88"
Pacitan,Februari,2024,10814,1222.6,0,0.0,0.0,0.0,6443,820.6,09.08,27.19,2456,12525,1804,10282,"5,55","9,10"
Pacitan,Maret,2024,10814,2068.4,0,0.0,0.0,0.0,6443,1375.8,7.78,27.33,3014,15341,1463,8297,"8,11","13,54"
Pacitan,April,2024,18494,2567.5,0,0.0,0.0,0.0,13777,1729.3,4.8,27.34,3014,15311,956,5383,"13,01","21,73"
Pacitan,Mei,2024,18494,3519.2,0,0.0,0.0,0.0,13777,2380.1,0.55,26.82,1898,9622,1067,6137,"27,55","46,01"
Pacitan,Juni,2024,18494,4290.3,0,0.0,0.0,0.0,13777,3071.1,0.97,26.82,1898,9603,1323,7581,"49,80","83,16"
Pacitan,Juli,2024,18494,5154.0,0,0.0,0.0,0.0,13777,3961.0,0.42,25.61,1898,9584,1046,5970,"74,16","129,04"
Pacitan,Agustus,2024,18494,6091.2,0,0.0,0.0,0.0,13777,4898.0,0.46,25.21,1898,9565,919,5213,"93,10","162,00"
Pacitan,September,2024,18494,7557.4,0,0.0,0.0,0.0,13777,6348.3,1.58,26.42,3014,15160,1038,5856,"129,28","224,94"
Pacitan,Oktober,2024,12900,9268.0,0,0.0,0.0,0.0,11750,8179.2,3.1,26.86,3014,15130,954,5371,"80,07","139,33"
Pacitan,November,2024,12900,10711.2,0,0.0,0.0,0.0,11750,9743.6,13.35,26.73,2456,12304,800,4586,"25,66","42,86"
